[26.3,15.6,28.8,31.8,39.1,-26236396,-48650144,01:52:52,03/09/13]
[26.8,16.2,29.2,31.3,39.9,-26236413,-48650151,01:52:52,03/09/13]
[26.4,15.9,29.0,32.6,41.7,-26236430,-48650159,01:52:52,03/09/13]
[26.4,15.6,28.7,32.1,41.5,-26236448,-48650167,01:52:52,03/09/13]
[26.7,16.0,29.0,31.3,40.1,-26236466,-48650174,01:52:52,03/09/13]
[26.4,16.0,29.1,31.3,39.3,-26236483,-48650180,01:52:52,03/09/13]
[26.4,15.8,28.8,31.9,38.9,-26236501,-48650187,01:52:52,03/09/13]
[26.7,16.1,29.1,31.8,40.3,-26236518,-48650194,01:52:52,03/09/13]
[26.3,15.7,28.9,32.0,40.3,-26236518,-48650194,01:52:52,03/09/13]
[26.4,15.6,28.7,32.8,40.8,-26236553,-48650208,01:52:52,03/09/13]
[26.6,16.0,29.1,31.6,40.8,-26236571,-48650215,01:52:52,03/09/13]
[26.4,15.9,29.1,34.7,42.3,-26236603,-48650229,01:52:52,03/09/13]
[26.2,15.5,30.5,31.6,42.7,-26236621,-48650233,01:52:52,03/09/13]
[26.5,15.8,28.8,32.8,44.0,-26236647,-48650240,01:52:52,03/09/13]
[26.6,16.1,29.3,32.6,41.9,-26236668,-48650248,01:52:52,03/09/13]
[26.3,15.5,28.8,33.7,38.9,-26236683,-48650255,01:52:52,03/09/13]
[26.7,15.9,28.8,32.2,39.5,-26236700,-48650262,01:52:52,03/09/13]
[26.5,15.9,28.9,31.6,39.5,-26236700,-48650262,01:52:52,03/09/13]
[26.4,15.6,28.7,31.7,39.5,-26236700,-48650262,01:52:52,03/09/13]
[26.7,16.0,29.0,31.7,34.8,-26236747,-48650284,01:52:52,03/09/13]
[26.7,16.1,29.1,32.3,39.4,-26236759,-48650294,01:52:52,03/09/13]
[26.3,15.5,30.3,33.1,39.4,-26236779,-48650305,01:52:52,03/09/13]
[26.6,15.8,28.8,33.8,39.4,-26236797,-48650311,01:52:52,03/09/13]
[26.8,16.1,29.0,31.9,42.4,-26236837,-48650323,01:52:52,03/09/13]
[26.5,16.1,29.0,32.5,40.8,-26236854,-48650329,01:52:52,03/09/13]
[26.5,15.8,28.6,32.6,39.4,-26236872,-48650336,01:52:52,03/09/13]
[26.6,15.9,28.8,33.0,41.1,-26236890,-48650345,01:52:52,03/09/13]
[26.0,15.6,28.7,31.9,42.7,-26236908,-48650353,01:52:52,03/09/13]
[26.6,15.9,28.7,31.9,42.6,-26236927,-48650362,01:52:52,03/09/13]
[26.8,16.2,29.0,31.9,40.8,-26236945,-48650371,01:52:52,03/09/13]
[27.8,15.6,28.6,32.1,40.3,-26236962,-48650379,01:52:52,03/09/13]
[26.5,15.7,28.7,32.0,41.0,-26236979,-48650387,01:52:52,03/09/13]
[26.8,16.2,29.1,33.3,42.4,-26236998,-48650395,01:52:52,03/09/13]
[25.9,15.7,28.8,33.8,42.4,-26237016,-48650403,01:52:52,03/09/13]
[26.5,15.8,28.7,34.2,39.7,-26237052,-48650418,01:52:52,03/09/13]
[26.7,16.1,29.1,33.3,40.9,-26237070,-48650425,01:52:52,03/09/13]
[26.3,15.9,29.2,32.7,41.8,-26237088,-48650431,01:52:52,03/09/13]
[26.5,15.8,29.0,33.6,40.8,-26237106,-48650437,01:52:52,03/09/13]
[26.7,16.0,29.2,32.1,41.0,-26237124,-48650443,01:52:52,03/09/13]
[26.4,16.0,29.1,34.0,41.7,-26237142,-48650450,01:52:52,03/09/13]
[26.5,15.8,29.1,32.1,41.9,-26237160,-48650458,01:52:52,03/09/13]
[26.7,15.9,29.0,33.0,41.3,-26237178,-48650466,01:52:52,03/09/13]
[26.5,16.0,29.1,33.4,43.0,-26237196,-48650474,01:52:52,03/09/13]
[26.4,15.7,29.0,33.5,42.4,-26237215,-48650482,01:52:52,03/09/13]
[26.6,16.0,29.2,33.8,42.4,-26237232,-48650489,01:52:52,03/09/13]
[26.7,16.0,29.2,33.5,41.1,-26237268,-48650503,01:52:52,03/09/13]
[26.3,15.5,29.0,32.9,44.0,-26237286,-48650511,01:52:52,03/09/13]
[26.7,16.0,29.1,33.6,43.2,-26237305,-48650520,01:52:52,03/09/13]
[26.8,16.4,29.5,33.4,40.5,-26237323,-48650527,01:52:52,03/09/13]
[28.2,15.7,29.1,32.3,40.2,-26237340,-48650535,01:52:52,03/09/13]
[26.6,15.9,29.1,33.0,42.1,-26237358,-48650543,01:52:52,03/09/13]
[26.7,16.1,29.2,32.8,43.6,-26237377,-48650552,01:52:52,03/09/13]
[26.3,15.6,30.4,33.6,42.9,-26237395,-48650560,01:52:52,03/09/13]
[26.7,15.9,28.8,32.4,43.0,-26237414,-48650568,01:52:52,03/09/13]
[26.7,16.2,29.0,33.8,42.3,-26237433,-48650575,01:52:52,03/09/13]
[26.2,15.8,28.8,33.1,42.3,-26237451,-48650583,01:52:52,03/09/13]
[26.4,15.8,28.7,33.1,43.2,-26237487,-48650599,01:52:52,03/09/13]
[26.6,15.9,28.9,33.9,45.2,-26237506,-48650607,01:52:52,03/09/13]
[25.8,15.6,28.7,32.5,44.8,-26237526,-48650615,01:52:52,03/09/13]
[26.3,15.6,28.6,32.5,40.7,-26237544,-48650624,01:52:52,03/09/13]
[26.8,16.2,29.0,33.2,40.0,-26237561,-48650632,01:52:52,03/09/13]
[26.6,16.1,29.0,32.6,42.2,-26237579,-48650641,01:52:52,03/09/13]
[26.4,15.7,28.7,33.2,44.6,-26237598,-48650649,01:52:52,03/09/13]
[26.7,16.2,29.0,33.2,43.8,-26237617,-48650657,01:52:52,03/09/13]
[26.0,15.7,28.8,34.0,42.5,-26237636,-48650665,01:52:52,03/09/13]
[26.5,15.8,28.7,34.9,40.4,-26237654,-48650672,01:52:52,03/09/13]
[26.7,16.0,28.9,32.7,40.4,-26237672,-48650678,01:52:52,03/09/13]
[26.7,16.1,29.0,34.1,44.2,-26237710,-48650694,01:52:52,03/09/13]
[26.3,15.6,30.7,33.2,43.1,-26237729,-48650701,01:52:52,03/09/13]
[26.6,15.9,28.8,32.7,41.4,-26237748,-48650708,01:52:52,03/09/13]
[26.5,16.1,29.0,32.8,40.9,-26237766,-48650715,01:52:52,03/09/13]
[26.2,17.2,28.8,33.5,42.5,-26237784,-48650722,01:52:52,03/09/13]
[26.7,16.1,29.4,32.8,43.7,-26237803,-48650730,01:52:52,03/09/13]
[26.5,16.0,29.4,32.8,42.8,-26237822,-48650738,01:52:52,03/09/13]
[26.5,15.8,29.3,32.8,39.5,-26237840,-48650744,01:52:52,03/09/13]
[26.7,16.0,29.3,32.8,38.9,-26237857,-48650750,01:52:52,03/09/13]
[26.5,16.0,29.3,33.5,41.1,-26237875,-48650757,01:52:52,03/09/13]
[26.2,15.5,29.0,34.4,41.1,-26237894,-48650765,01:52:52,03/09/13]
[26.6,15.9,29.4,34.3,39.5,-26237929,-48650781,01:52:52,03/09/13]
[26.8,16.1,29.5,33.0,37.5,-26237946,-48650789,01:52:52,03/09/13]
[26.3,17.5,29.0,33.0,40.1,-26237962,-48650796,01:52:52,03/09/13]
[26.5,15.7,29.1,33.0,42.8,-26237981,-48650805,01:52:52,03/09/13]
[26.7,16.1,29.3,33.0,43.2,-26237999,-48650813,01:52:52,03/09/13]
[26.4,16.0,29.5,33.6,39.7,-26238017,-48650821,01:52:52,03/09/13]
[26.7,16.1,29.4,33.1,37.4,-26238033,-48650828,01:52:52,03/09/13]
[26.7,16.0,29.3,33.1,39.5,-26238050,-48650834,01:52:52,03/09/13]
[26.2,17.6,28.9,33.1,42.5,-26238068,-48650842,01:52:52,03/09/13]
[26.4,15.7,29.2,33.1,44.2,-26238087,-48650850,01:52:52,03/09/13]
[26.8,16.2,29.6,34.4,40.6,-26238105,-48650857,01:52:52,03/09/13]
[25.7,15.7,29.2,33.8,40.6,-26238122,-48650864,01:52:52,03/09/13]
[26.5,15.7,28.8,33.9,41.8,-26238156,-48650877,01:52:52,03/09/13]
[26.6,15.9,29.0,33.2,43.4,-26238175,-48650884,01:52:52,03/09/13]
[26.2,15.8,29.0,33.8,40.8,-26238194,-48650890,01:52:52,03/09/13]
[26.3,15.6,28.7,33.3,37.6,-26238211,-48650896,01:52:52,03/09/13]
[26.8,16.1,29.1,33.3,38.5,-26238227,-48650903,01:52:52,03/09/13]
[26.2,15.6,28.9,33.3,39.5,-26238244,-48650911,01:52:52,03/09/13]
[26.4,15.7,28.8,34.1,38.9,-26238261,-48650919,01:52:52,03/09/13]
[26.8,16.1,29.0,33.8,37.9,-26238277,-48650925,01:52:52,03/09/13]
[26.2,15.9,28.9,33.4,37.3,-26238294,-48650930,01:52:52,03/09/13]
[26.5,15.8,28.9,34.7,36.3,-26238311,-48650934,01:52:52,03/09/13]
[26.8,16.1,29.1,34.9,36.3,-26238328,-48650937,01:52:52,03/09/13]
[26.6,15.9,29.1,33.4,41.7,-26238365,-48650948,01:52:52,03/09/13]
[26.3,15.8,30.7,34.2,38.1,-26238382,-48650956,01:52:52,03/09/13]
[26.7,15.9,29.1,35.5,36.2,-26238397,-48650964,01:52:52,03/09/13]
[26.8,16.2,29.1,33.5,37.5,-26238413,-48650972,01:52:52,03/09/13]
[26.1,15.4,30.2,34.0,40.8,-26238430,-48650980,01:52:52,03/09/13]
[26.7,16.0,29.0,33.5,41.9,-26238448,-48650989,01:52:52,03/09/13]
[26.7,16.3,29.3,34.3,39.5,-26238465,-48650996,01:52:52,03/09/13]
[26.3,15.6,28.6,34.2,37.1,-26238481,-48651004,01:52:52,03/09/13]
[26.6,15.9,28.8,34.8,39.3,-26238498,-48651013,01:52:52,03/09/13]
[26.5,16.0,29.0,35.0,42.4,-26238515,-48651022,01:52:52,03/09/13]
[26.3,15.7,30.6,33.7,42.4,-26238533,-48651031,01:52:52,03/09/13]
[26.6,16.0,28.8,33.7,39.2,-26238568,-48651047,01:52:52,03/09/13]
[26.6,16.0,28.9,33.7,40.0,-26238585,-48651056,01:52:52,03/09/13]
[26.2,16.7,28.4,33.7,40.9,-26238601,-48651066,01:52:52,03/09/13]
[26.3,15.6,28.5,33.8,40.1,-26238618,-48651075,01:52:52,03/09/13]
[26.8,16.2,29.0,34.2,40.0,-26238635,-48651083,01:52:52,03/09/13]
[26.2,17.6,28.5,33.8,39.6,-26238653,-48651089,01:52:52,03/09/13]
[26.5,15.8,28.7,33.7,39.8,-26238670,-48651095,01:52:52,03/09/13]
[26.7,16.2,29.0,33.7,41.0,-26238688,-48651102,01:52:52,03/09/13]
[26.9,15.6,28.6,34.4,41.7,-26238706,-48651108,01:52:52,03/09/13]
[26.5,15.9,28.8,34.3,40.7,-26238724,-48651116,01:52:52,03/09/13]
[26.7,16.1,28.9,35.2,40.7,-26238741,-48651124,01:52:52,03/09/13]
[26.7,16.2,29.0,34.8,41.0,-26238777,-48651138,01:52:52,03/09/13]
[26.3,15.6,28.6,33.9,40.1,-26238794,-48651145,01:52:52,03/09/13]
[26.8,16.2,29.1,33.8,40.0,-26238811,-48651152,01:52:52,03/09/13]
[26.1,15.8,29.1,33.9,40.7,-26238829,-48651160,01:52:52,03/09/13]
[26.4,15.8,28.9,33.8,41.7,-26238847,-48651167,01:52:52,03/09/13]
[26.7,16.1,29.3,33.9,41.4,-26238865,-48651174,01:52:52,03/09/13]
[26.2,15.9,29.1,33.9,40.5,-26238883,-48651180,01:52:52,03/09/13]
[26.5,15.8,29.0,34.0,40.3,-26238901,-48651187,01:52:52,03/09/13]
[26.7,16.1,29.2,35.2,42.5,-26238920,-48651194,01:52:52,03/09/13]
[26.2,15.9,29.1,34.1,42.6,-26238938,-48651201,01:52:52,03/09/13]
[26.4,15.7,28.8,35.3,42.6,-26238957,-48651209,01:52:52,03/09/13]
[26.6,16.0,29.1,35.5,42.6,-26238974,-48651216,01:52:52,03/09/13]
[26.6,16.2,29.3,34.1,37.8,-26239008,-48651227,01:52:52,03/09/13]
[27.8,15.5,28.8,34.1,41.1,-26239026,-48651231,01:52:52,03/09/13]
[26.6,15.8,28.9,34.1,42.9,-26239045,-48651236,01:52:52,03/09/13]
[26.8,16.3,29.3,34.9,41.6,-26239064,-48651240,01:52:52,03/09/13]
[26.2,17.2,28.9,36.0,38.1,-26239081,-48651244,01:52:52,03/09/13]
[26.8,16.1,29.2,34.6,38.4,-26239098,-48651249,01:52:52,03/09/13]
[26.7,16.1,29.2,34.6,41.3,-26239116,-48651256,01:52:52,03/09/13]
[26.2,15.6,29.9,36.8,42.6,-26239135,-48651263,01:52:52,03/09/13]
[26.6,16.0,29.1,35.3,41.1,-26239153,-48651269,01:52:52,03/09/13]
[26.7,16.5,29.3,35.6,40.3,-26239170,-48651276,01:52:52,03/09/13]
[26.3,16.0,28.9,35.5,40.3,-26239187,-48651282,01:52:52,03/09/13]
[26.5,15.8,28.7,34.9,40.4,-26239222,-48651296,01:52:52,03/09/13]
[26.8,16.2,29.0,34.4,42.9,-26239240,-48651303,01:52:52,03/09/13]
[26.1,15.8,28.8,34.3,43.4,-26239259,-48651311,01:52:52,03/09/13]
[26.4,15.8,28.7,34.4,41.0,-26239278,-48651317,01:52:52,03/09/13]
[26.8,16.1,29.0,34.4,39.2,-26239296,-48651324,01:52:52,03/09/13]
[26.2,15.4,28.6,35.2,41.6,-26239313,-48651332,01:52:52,03/09/13]
[26.4,15.8,28.7,35.8,44.5,-26239332,-48651341,01:52:52,03/09/13]
[26.7,16.2,29.1,35.8,44.2,-26239351,-48651350,01:52:52,03/09/13]
[28.0,15.6,28.6,35.7,42.1,-26239369,-48651359,01:52:52,03/09/13]
[26.5,15.7,28.6,35.7,40.6,-26239386,-48651369,01:52:52,03/09/13]
[26.7,15.9,28.8,34.9,40.6,-26239403,-48651379,01:52:52,03/09/13]
[26.5,16.1,29.0,34.5,44.1,-26239439,-48651401,01:52:52,03/09/13]
[26.2,13.5,28.6,34.5,41.0,-26239456,-48651411,01:52:52,03/09/13]
[26.7,16.1,28.8,34.5,40.8,-26239474,-48651421,01:52:52,03/09/13]
[26.3,15.9,28.9,34.5,42.3,-26239492,-48651429,01:52:52,03/09/13]
[26.5,15.8,28.6,34.5,43.2,-26239510,-48651438,01:52:52,03/09/13]
[26.5,15.8,28.7,34.5,43.9,-26239529,-48651446,01:52:52,03/09/13]
[26.3,15.9,29.3,34.6,43.5,-26239548,-48651454,01:52:52,03/09/13]
[26.3,15.6,29.0,35.2,41.8,-26239566,-48651461,01:52:52,03/09/13]
[26.8,16.2,29.5,35.3,41.5,-26239585,-48651468,01:52:52,03/09/13]
[26.5,16.1,29.5,35.4,41.6,-26239603,-48651476,01:52:52,03/09/13]
[26.0,15.7,29.2,35.5,41.6,-26239622,-48651484,01:52:52,03/09/13]
[26.6,15.8,29.2,35.4,44.3,-26239661,-48651501,01:52:52,03/09/13]
[26.8,16.3,29.6,34.6,40.5,-26239679,-48651509,01:52:52,03/09/13]
[26.0,15.8,29.3,35.1,40.6,-26239696,-48651517,01:52:52,03/09/13]
[26.6,15.9,29.3,34.7,44.4,-26239714,-48651526,01:52:52,03/09/13]
[26.8,16.1,29.4,35.4,46.8,-26239734,-48651535,01:52:52,03/09/13]
[26.3,17.0,29.0,34.8,45.4,-26239753,-48651545,01:52:52,03/09/13]
[26.7,15.9,28.9,31.9,45.1,-26235818,-48649893,01:52:52,03/09/13]
[26.5,16.0,29.0,30.5,41.7,-26235836,-48649902,01:52:52,03/09/13]
[26.6,15.8,28.8,30.6,38.3,-26235852,-48649909,01:52:52,03/09/13]
[26.8,16.2,29.0,30.5,39.2,-26235869,-48649917,01:52:52,03/09/13]
[28.1,15.6,28.7,30.6,44.1,-26235887,-48649927,01:52:52,03/09/13]
[26.6,15.8,28.7,30.6,46.0,-26235907,-48649936,01:52:52,03/09/13]
[26.8,16.1,29.0,31.6,44.0,-26235925,-48649947,01:52:52,03/09/13]
[26.2,15.9,28.8,31.3,44.0,-26235942,-48649958,01:52:52,03/09/13]
[26.2,15.4,30.5,30.7,40.0,-26235973,-48649979,01:52:52,03/09/13]
[26.7,16.0,28.9,30.7,41.6,-26235990,-48649989,01:52:52,03/09/13]
[26.9,16.1,29.3,31.4,40.3,-26236007,-48649997,01:52:52,03/09/13]
[26.3,15.9,28.8,30.8,37.7,-26236024,-48650002,01:52:52,03/09/13]
[26.7,15.9,29.2,30.8,37.2,-26236041,-48650007,01:52:52,03/09/13]
[26.3,15.9,29.3,30.8,39.5,-26236058,-48650014,01:52:52,03/09/13]
[26.3,15.5,29.1,31.0,41.6,-26236076,-48650021,01:52:52,03/09/13]
[26.8,16.1,29.4,31.4,41.5,-26236094,-48650027,01:52:52,03/09/13]
[26.3,15.8,29.3,31.6,38.9,-26236112,-48650033,01:52:52,03/09/13]
[26.4,15.7,29.1,34.4,37.9,-26236129,-48650038,01:52:52,03/09/13]
[26.4,15.7,29.1,30.9,37.9,-26236146,-48650042,01:52:52,03/09/13]
[26.6,16.1,29.4,31.0,43.4,-26236184,-48650054,01:52:52,03/09/13]
[26.3,15.9,29.3,32.8,40.9,-26236202,-48650061,01:52:52,03/09/13]
[26.7,16.0,29.5,33.3,38.7,-26236219,-48650068,01:52:52,03/09/13]
[26.7,16.2,29.5,32.4,39.0,-26236236,-48650076,01:52:52,03/09/13]
[27.3,15.5,29.1,31.6,41.8,-26236254,-48650084,01:52:52,03/09/13]
[26.4,15.7,29.2,31.7,42.8,-26236272,-48650092,01:52:52,03/09/13]
[26.7,16.3,29.6,31.6,40.6,-26236290,-48650099,01:52:52,03/09/13]
[26.4,17.0,28.9,32.4,38.5,-26236307,-48650107,01:52:52,03/09/13]
[26.6,15.9,29.2,31.1,40.2,-26236324,-48650115,01:52:52,03/09/13]
[26.7,16.1,29.0,32.6,42.1,-26236342,-48650123,01:52:52,03/09/13]
[26.2,15.8,29.0,31.3,42.1,-26236361,-48650130,01:52:52,03/09/13]
[26.3,15.6,28.8,31.8,39.1,-26236396,-48650144,01:52:52,03/09/13]
[26.8,16.2,29.2,31.3,39.9,-26236413,-48650151,01:52:52,03/09/13]
[26.4,15.9,29.0,32.6,41.7,-26236430,-48650159,01:52:52,03/09/13]
[26.4,15.6,28.7,32.1,41.5,-26236448,-48650167,01:52:52,03/09/13]
[26.7,16.0,29.0,31.3,40.1,-26236466,-48650174,01:52:52,03/09/13]
[26.4,16.0,29.1,31.3,39.3,-26236483,-48650180,01:52:52,03/09/13]
[26.4,15.8,28.8,31.9,38.9,-26236501,-48650187,01:52:52,03/09/13]
[26.7,16.1,29.1,31.8,40.3,-26236518,-48650194,01:52:52,03/09/13]
[26.3,15.7,28.9,32.0,40.3,-26236518,-48650194,01:52:52,03/09/13]
[26.4,15.6,28.7,32.8,40.8,-26236553,-48650208,01:52:52,03/09/13]
[26.6,16.0,29.1,31.6,40.8,-26236571,-48650215,01:52:52,03/09/13]
[26.4,15.9,29.1,34.7,42.3,-26236603,-48650229,01:52:52,03/09/13]
[26.2,15.5,30.5,31.6,42.7,-26236621,-48650233,01:52:52,03/09/13]
[26.5,15.8,28.8,32.8,44.0,-26236647,-48650240,01:52:52,03/09/13]
[26.6,16.1,29.3,32.6,41.9,-26236668,-48650248,01:52:52,03/09/13]
[26.3,15.5,28.8,33.7,38.9,-26236683,-48650255,01:52:52,03/09/13]
[26.7,15.9,28.8,32.2,39.5,-26236700,-48650262,01:52:52,03/09/13]
[26.5,15.9,28.9,31.6,39.5,-26236700,-48650262,01:52:52,03/09/13]
[26.4,15.6,28.7,31.7,39.5,-26236700,-48650262,01:52:52,03/09/13]
[26.7,16.0,29.0,31.7,34.8,-26236747,-48650284,01:52:52,03/09/13]
[26.7,16.1,29.1,32.3,39.4,-26236759,-48650294,01:52:52,03/09/13]
[26.3,15.5,30.3,33.1,39.4,-26236779,-48650305,01:52:52,03/09/13]
[26.6,15.8,28.8,33.8,39.4,-26236797,-48650311,01:52:52,03/09/13]
[26.8,16.1,29.0,31.9,42.4,-26236837,-48650323,01:52:52,03/09/13]
[26.5,16.1,29.0,32.5,40.8,-26236854,-48650329,01:52:52,03/09/13]
[26.5,15.8,28.6,32.6,39.4,-26236872,-48650336,01:52:52,03/09/13]
[26.6,15.9,28.8,33.0,41.1,-26236890,-48650345,01:52:52,03/09/13]
[26.0,15.6,28.7,31.9,42.7,-26236908,-48650353,01:52:52,03/09/13]
[26.6,15.9,28.7,31.9,42.6,-26236927,-48650362,01:52:52,03/09/13]
[26.8,16.2,29.0,31.9,40.8,-26236945,-48650371,01:52:52,03/09/13]
[27.8,15.6,28.6,32.1,40.3,-26236962,-48650379,01:52:52,03/09/13]
[26.5,15.7,28.7,32.0,41.0,-26236979,-48650387,01:52:52,03/09/13]
[26.8,16.2,29.1,33.3,42.4,-26236998,-48650395,01:52:52,03/09/13]
[25.9,15.7,28.8,33.8,42.4,-26237016,-48650403,01:52:52,03/09/13]
[26.5,15.8,28.7,34.2,39.7,-26237052,-48650418,01:52:52,03/09/13]
[26.7,16.1,29.1,33.3,40.9,-26237070,-48650425,01:52:52,03/09/13]
[26.3,15.9,29.2,32.7,41.8,-26237088,-48650431,01:52:52,03/09/13]
[26.5,15.8,29.0,33.6,40.8,-26237106,-48650437,01:52:52,03/09/13]
[26.7,16.0,29.2,32.1,41.0,-26237124,-48650443,01:52:52,03/09/13]
[26.4,16.0,29.1,34.0,41.7,-26237142,-48650450,01:52:52,03/09/13]
[26.5,15.8,29.1,32.1,41.9,-26237160,-48650458,01:52:52,03/09/13]
[26.7,15.9,29.0,33.0,41.3,-26237178,-48650466,01:52:52,03/09/13]
[26.5,16.0,29.1,33.4,43.0,-26237196,-48650474,01:52:52,03/09/13]
[26.4,15.7,29.0,33.5,42.4,-26237215,-48650482,01:52:52,03/09/13]
[26.6,16.0,29.2,33.8,42.4,-26237232,-48650489,01:52:52,03/09/13]
[26.7,16.0,29.2,33.5,41.1,-26237268,-48650503,01:52:52,03/09/13]
[26.3,15.5,29.0,32.9,44.0,-26237286,-48650511,01:52:52,03/09/13]
[26.7,16.0,29.1,33.6,43.2,-26237305,-48650520,01:52:52,03/09/13]
[26.8,16.4,29.5,33.4,40.5,-26237323,-48650527,01:52:52,03/09/13]
[28.2,15.7,29.1,32.3,40.2,-26237340,-48650535,01:52:52,03/09/13]
[26.6,15.9,29.1,33.0,42.1,-26237358,-48650543,01:52:52,03/09/13]
[26.7,16.1,29.2,32.8,43.6,-26237377,-48650552,01:52:52,03/09/13]
[26.3,15.6,30.4,33.6,42.9,-26237395,-48650560,01:52:52,03/09/13]
[26.7,15.9,28.8,32.4,43.0,-26237414,-48650568,01:52:52,03/09/13]
[26.7,16.2,29.0,33.8,42.3,-26237433,-48650575,01:52:52,03/09/13]
[26.2,15.8,28.8,33.1,42.3,-26237451,-48650583,01:52:52,03/09/13]
[26.4,15.8,28.7,33.1,43.2,-26237487,-48650599,01:52:52,03/09/13]
[26.6,15.9,28.9,33.9,45.2,-26237506,-48650607,01:52:52,03/09/13]
[25.8,15.6,28.7,32.5,44.8,-26237526,-48650615,01:52:52,03/09/13]
[26.3,15.6,28.6,32.5,40.7,-26237544,-48650624,01:52:52,03/09/13]
[26.8,16.2,29.0,33.2,40.0,-26237561,-48650632,01:52:52,03/09/13]
[26.6,16.1,29.0,32.6,42.2,-26237579,-48650641,01:52:52,03/09/13]
[26.4,15.7,28.7,33.2,44.6,-26237598,-48650649,01:52:52,03/09/13]
[26.7,16.2,29.0,33.2,43.8,-26237617,-48650657,01:52:52,03/09/13]
[26.0,15.7,28.8,34.0,42.5,-26237636,-48650665,01:52:52,03/09/13]
[26.5,15.8,28.7,34.9,40.4,-26237654,-48650672,01:52:52,03/09/13]
[26.7,16.0,28.9,32.7,40.4,-26237672,-48650678,01:52:52,03/09/13]
[26.7,16.1,29.0,34.1,44.2,-26237710,-48650694,01:52:52,03/09/13]
[26.3,15.6,30.7,33.2,43.1,-26237729,-48650701,01:52:52,03/09/13]
[26.6,15.9,28.8,32.7,41.4,-26237748,-48650708,01:52:52,03/09/13]
[26.5,16.1,29.0,32.8,40.9,-26237766,-48650715,01:52:52,03/09/13]
[26.2,17.2,28.8,33.5,42.5,-26237784,-48650722,01:52:52,03/09/13]
[26.7,16.1,29.4,32.8,43.7,-26237803,-48650730,01:52:52,03/09/13]
[26.5,16.0,29.4,32.8,42.8,-26237822,-48650738,01:52:52,03/09/13]
[26.5,15.8,29.3,32.8,39.5,-26237840,-48650744,01:52:52,03/09/13]
[26.7,16.0,29.3,32.8,38.9,-26237857,-48650750,01:52:52,03/09/13]
[26.5,16.0,29.3,33.5,41.1,-26237875,-48650757,01:52:52,03/09/13]
[26.2,15.5,29.0,34.4,41.1,-26237894,-48650765,01:52:52,03/09/13]
[26.6,15.9,29.4,34.3,39.5,-26237929,-48650781,01:52:52,03/09/13]
[26.8,16.1,29.5,33.0,37.5,-26237946,-48650789,01:52:52,03/09/13]
[26.3,17.5,29.0,33.0,40.1,-26237962,-48650796,01:52:52,03/09/13]
[26.5,15.7,29.1,33.0,42.8,-26237981,-48650805,01:52:52,03/09/13]
[26.7,16.1,29.3,33.0,43.2,-26237999,-48650813,01:52:52,03/09/13]
[26.4,16.0,29.5,33.6,39.7,-26238017,-48650821,01:52:52,03/09/13]
